id,nome,uf,nome_simples,uf_simples
3124500,Estiva,Minas Gerais,ESTIVA,MINAS GERAIS
3557303,Estiva Gerbi,São Paulo,ESTIVA GERBI,SAO PAULO
2104057,Estreito,Maranhão,ESTREITO,MARANHAO
4307807,Estrela,Rio Grande do Sul,ESTRELA,RIO GRANDE DO SUL
3124609,Estrela Dalva,Minas Gerais,ESTRELA DALVA,MINAS GERAIS
2702553,Estrela de Alagoas,Alagoas,ESTRELA DE ALAGOAS,ALAGOAS
3124708,Estrela do Indaiá,Minas Gerais,ESTRELA DO INDAIA,MINAS GERAIS
5207501,Estrela do Norte,Goiás,ESTRELA DO NORTE,GOIAS
3515301,Estrela do Norte,São Paulo,ESTRELA DO NORTE,SAO PAULO
3124807,Estrela do Sul,Minas Gerais,ESTRELA DO SUL,MINAS GERAIS
3515202,Estrela d'Oeste,São Paulo,ESTRELA D'OESTE,SAO PAULO
4307815,Estrela Velha,Rio Grande do Sul,ESTRELA VELHA,RIO GRANDE DO SUL
2910701,Euclides da Cunha,Bahia,EUCLIDES DA CUNHA,BAHIA
3515350,Euclides da Cunha Paulista,São Paulo,EUCLIDES DA CUNHA PAULISTA,SAO PAULO
4307831,Eugênio de Castro,Rio Grande do Sul,EUGENIO DE CASTRO,RIO GRANDE DO SUL
3124906,Eugenópolis,Minas Gerais,EUGENOPOLIS,MINAS GERAIS
2910727,Eunápolis,Bahia,EUNAPOLIS,BAHIA
2304285,Eusébio,Ceará,EUSEBIO,CEARA
3125002,Ewbank da Câmara,Minas Gerais,EWBANK DA CAMARA,MINAS GERAIS
3125101,Extrema,Minas Gerais,EXTREMA,MINAS GERAIS
2403608,Extremoz,Rio Grande do Norte,EXTREMOZ,RIO GRANDE DO NORTE
2605301,Exu,Pernambuco,EXU,PERNAMBUCO
2506103,Fagundes,Paraíba,FAGUNDES,PARAIBA
4307864,Fagundes Varela,Rio Grande do Sul,FAGUNDES VARELA,RIO GRANDE DO SUL
5207535,Faina,Goiás,FAINA,GOIAS
3125200,Fama,Minas Gerais,FAMA,MINAS GERAIS
3125309,Faria Lemos,Minas Gerais,FARIA LEMOS,MINAS GERAIS
2304301,Farias Brito,Ceará,FARIAS BRITO,CEARA
1503002,Faro,Pará,FARO,PARA
4107553,Farol,Paraná,FAROL,PARANA
4307906,Farroupilha,Rio Grande do Sul,FARROUPILHA,RIO GRANDE DO SUL
3515400,Fartura,São Paulo,FARTURA,SAO PAULO
2203750,Fartura do Piauí,Piauí,FARTURA DO PIAUI,PIAUI
1707553,Fátima,Tocantins,FATIMA,TOCANTINS
2910750,Fátima,Bahia,FATIMA,BAHIA
5003801,Fátima do Sul,Mato Grosso do Sul,FATIMA DO SUL,MATO GROSSO DO SUL
4107603,Faxinal,Paraná,FAXINAL,PARANA
4308003,Faxinal do Soturno,Rio Grande do Sul,FAXINAL DO SOTURNO,RIO GRANDE DO SUL
4205308,Faxinal dos Guedes,Santa Catarina,FAXINAL DOS GUEDES,SANTA CATARINA
4308052,Faxinalzinho,Rio Grande do Sul,FAXINALZINHO,RIO GRANDE DO SUL
5207600,Fazenda Nova,Goiás,FAZENDA NOVA,GOIAS
4107652,Fazenda Rio Grande,Paraná,FAZENDA RIO GRANDE,PARANA
4308078,Fazenda Vilanova,Rio Grande do Sul,FAZENDA VILANOVA,RIO GRANDE DO SUL
1200302,Feijó,Acre,FEIJO,ACRE
2910776,Feira da Mata,Bahia,FEIRA DA MATA,BAHIA
2910800,Feira de Santana,Bahia,FEIRA DE SANTANA,BAHIA
2702603,Feira Grande,Alagoas,FEIRA GRANDE,ALAGOAS
2802205,Feira Nova,Sergipe,FEIRA NOVA,SERGIPE
2605400,Feira Nova,Pernambuco,FEIRA NOVA,PERNAMBUCO
2104073,Feira Nova do Maranhão,Maranhão,FEIRA NOVA DO MARANHAO,MARANHAO
3125408,Felício dos Santos,Minas Gerais,FELICIO DOS SANTOS,MINAS GERAIS
2403707,Felipe Guerra,Rio Grande do Norte,FELIPE GUERRA,RIO GRANDE DO NORTE
3125606,Felisburgo,Minas Gerais,FELISBURGO,MINAS GERAIS
3125705,Felixlândia,Minas Gerais,FELIXLANDIA,MINAS GERAIS
4308102,Feliz,Rio Grande do Sul,FELIZ,RIO GRANDE DO SUL
2702702,Feliz Deserto,Alagoas,FELIZ DESERTO,ALAGOAS
5103700,Feliz Natal,Mato Grosso,FELIZ NATAL,MATO GROSSO
4107702,Fênix,Paraná,FENIX,PARANA
4107736,Fernandes Pinheiro,Paraná,FERNANDES PINHEIRO,PARANA
3125804,Fernandes Tourinho,Minas Gerais,FERNANDES TOURINHO,MINAS GERAIS
2605459,Fernando de Noronha,Pernambuco,FERNANDO DE NORONHA,PERNAMBUCO
2104081,Fernando Falcão,Maranhão,FERNANDO FALCAO,MARANHAO
2403756,Fernando Pedroza,Rio Grande do Norte,FERNANDO PEDROZA,RIO GRANDE DO NORTE
3515608,Fernando Prestes,São Paulo,FERNANDO PRESTES,SAO PAULO
3515509,Fernandópolis,São Paulo,FERNANDOPOLIS,SAO PAULO
3515657,Fernão,São Paulo,FERNAO,SAO PAULO
3515707,Ferraz de Vasconcelos,São Paulo,FERRAZ DE VASCONCELOS,SAO PAULO
1600238,Ferreira Gomes,Amapá,FERREIRA GOMES,AMAPA
2605509,Ferreiros,Pernambuco,FERREIROS,PERNAMBUCO
3125903,Ferros,Minas Gerais,FERROS,MINAS GERAIS
3125952,Fervedouro,Minas Gerais,FERVEDOURO,MINAS GERAIS
4107751,Figueira,Paraná,FIGUEIRA,PARANA
5003900,Figueirão,Mato Grosso do Sul,FIGUEIRAO,MATO GROSSO DO SUL
1707652,Figueirópolis,Tocantins,FIGUEIROPOLIS,TOCANTINS
5103809,Figueirópolis D'Oeste,Mato Grosso,FIGUEIROPOLIS D'OESTE,MATO GROSSO
1707702,Filadélfia,Tocantins,FILADELFIA,TOCANTINS
2910859,Filadélfia,Bahia,FILADELFIA,BAHIA
2910909,Firmino Alves,Bahia,FIRMINO ALVES,BAHIA
5207808,Firminópolis,Goiás,FIRMINOPOLIS,GOIAS
2702801,Flexeiras,Alagoas,FLEXEIRAS,ALAGOAS
4107850,Flor da Serra do Sul,Paraná,FLOR DA SERRA DO SUL,PARANA
4205357,Flor do Sertão,Santa Catarina,FLOR DO SERTAO,SANTA CATARINA
3515806,Flora Rica,São Paulo,FLORA RICA,SAO PAULO
4107801,Floraí,Paraná,FLORAI,PARANA
2403806,Florânia,Rio Grande do Norte,FLORANIA,RIO GRANDE DO NORTE
3515905,Floreal,São Paulo,FLOREAL,SAO PAULO
2605608,Flores,Pernambuco,FLORES,PERNAMBUCO
4308201,Flores da Cunha,Rio Grande do Sul,FLORES DA CUNHA,RIO GRANDE DO SUL
5207907,Flores de Goiás,Goiás,FLORES DE GOIAS,GOIAS
2203800,Flores do Piauí,Piauí,FLORES DO PIAUI,PIAUI
2605707,Floresta,Pernambuco,FLORESTA,PERNAMBUCO
4107900,Floresta,Paraná,FLORESTA,PARANA
2911006,Floresta Azul,Bahia,FLORESTA AZUL,BAHIA
1503044,Floresta do Araguaia,Pará,FLORESTA DO ARAGUAIA,PARA
2203859,Floresta do Piauí,Piauí,FLORESTA DO PIAUI,PIAUI
3126000,Florestal,Minas Gerais,FLORESTAL,MINAS GERAIS
4108007,Florestópolis,Paraná,FLORESTOPOLIS,PARANA
2203909,Floriano,Piauí,FLORIANO,PIAUI
4308250,Floriano Peixoto,Rio Grande do Sul,FLORIANO PEIXOTO,RIO GRANDE DO SUL
4205407,Florianópolis,Santa Catarina,FLORIANOPOLIS,SANTA CATARINA
4108106,Flórida,Paraná,FLORIDA,PARANA
3516002,Flórida Paulista,São Paulo,FLORIDA PAULISTA,SAO PAULO
3516101,Florínea,São Paulo,FLORINEA,SAO PAULO
1301605,Fonte Boa,Amazonas,FONTE BOA,AMAZONAS
4308300,Fontoura Xavier,Rio Grande do Sul,FONTOURA XAVIER,RIO GRANDE DO SUL
3126109,Formiga,Minas Gerais,FORMIGA,MINAS GERAIS
4308409,Formigueiro,Rio Grande do Sul,FORMIGUEIRO,RIO GRANDE DO SUL
5208004,Formosa,Goiás,FORMOSA,GOIAS
2104099,Formosa da Serra Negra,Maranhão,FORMOSA DA SERRA NEGRA,MARANHAO
4108205,Formosa do Oeste,Paraná,FORMOSA DO OESTE,PARANA
2911105,Formosa do Rio Preto,Bahia,FORMOSA DO RIO PRETO,BAHIA
4205431,Formosa do Sul,Santa Catarina,FORMOSA DO SUL,SANTA CATARINA
5208103,Formoso,Goiás,FORMOSO,GOIAS
3126208,Formoso,Minas Gerais,FORMOSO,MINAS GERAIS
1708205,Formoso do Araguaia,Tocantins,FORMOSO DO ARAGUAIA,TOCANTINS
4308433,Forquetinha,Rio Grande do Sul,FORQUETINHA,RIO GRANDE DO SUL
2304350,Forquilha,Ceará,FORQUILHA,CEARA
4205456,Forquilhinha,Santa Catarina,FORQUILHINHA,SANTA CATARINA
2304400,Fortaleza,Ceará,FORTALEZA,CEARA
3126307,Fortaleza de Minas,Minas Gerais,FORTALEZA DE MINAS,MINAS GERAIS
2104107,Fortaleza dos Nogueiras,Maranhão,FORTALEZA DOS NOGUEIRAS,MARANHAO
4308458,Fortaleza dos Valos,Rio Grande do Sul,FORTALEZA DOS VALOS,RIO GRANDE DO SUL
2304459,Fortim,Ceará,FORTIM,CEARA
2104206,Fortuna,Maranhão,FORTUNA,MARANHAO
3126406,Fortuna de Minas,Minas Gerais,FORTUNA DE MINAS,MINAS GERAIS
4108304,Foz do Iguaçu,Paraná,FOZ DO IGUACU,PARANA
4108452,Foz do Jordão,Paraná,FOZ DO JORDAO,PARANA
4205506,Fraiburgo,Santa Catarina,FRAIBURGO,SANTA CATARINA
3516200,Franca,São Paulo,FRANCA,SAO PAULO
2204006,Francinópolis,Piauí,FRANCINOPOLIS,PIAUI
4108320,Francisco Alves,Paraná,FRANCISCO ALVES,PARANA
2204105,Francisco Ayres,Piauí,FRANCISCO AYRES,PIAUI
3126505,Francisco Badaró,Minas Gerais,FRANCISCO BADARO,MINAS GERAIS
4108403,Francisco Beltrão,Paraná,FRANCISCO BELTRAO,PARANA
2403905,Francisco Dantas,Rio Grande do Norte,FRANCISCO DANTAS,RIO GRANDE DO NORTE
3126604,Francisco Dumont,Minas Gerais,FRANCISCO DUMONT,MINAS GERAIS
2204154,Francisco Macedo,Piauí,FRANCISCO MACEDO,PIAUI
3516309,Francisco Morato,São Paulo,FRANCISCO MORATO,SAO PAULO
3126703,Francisco Sá,Minas Gerais,FRANCISCO SA,MINAS GERAIS
2204204,Francisco Santos,Piauí,FRANCISCO SANTOS,PIAUI
3126752,Franciscópolis,Minas Gerais,FRANCISCOPOLIS,MINAS GERAIS
3516408,Franco da Rocha,São Paulo,FRANCO DA ROCHA,SAO PAULO
2304509,Frecheirinha,Ceará,FRECHEIRINHA,CEARA
4308508,Frederico Westphalen,Rio Grande do Sul,FREDERICO WESTPHALEN,RIO GRANDE DO SUL
3126802,Frei Gaspar,Minas Gerais,FREI GASPAR,MINAS GERAIS
3126901,Frei Inocêncio,Minas Gerais,FREI INOCENCIO,MINAS GERAIS
3126950,Frei Lagonegro,Minas Gerais,FREI LAGONEGRO,MINAS GERAIS
2506202,Frei Martinho,Paraíba,FREI MARTINHO,PARAIBA
2605806,Frei Miguelinho,Pernambuco,FREI MIGUELINHO,PERNAMBUCO
2802304,Frei Paulo,Sergipe,FREI PAULO,SERGIPE
4205555,Frei Rogério,Santa Catarina,FREI ROGERIO,SANTA CATARINA
3127008,Fronteira,Minas Gerais,FRONTEIRA,MINAS GERAIS
3127057,Fronteira dos Vales,Minas Gerais,FRONTEIRA DOS VALES,MINAS GERAIS
2204303,Fronteiras,Piauí,FRONTEIRAS,PIAUI
3127073,Fruta de Leite,Minas Gerais,FRUTA DE LEITE,MINAS GERAIS
3127107,Frutal,Minas Gerais,FRUTAL,MINAS GERAIS
2404002,Frutuoso Gomes,Rio Grande do Norte,FRUTUOSO GOMES,RIO GRANDE DO NORTE
3202207,Fundão,Espírito Santo,FUNDAO,ESPIRITO SANTO
3127206,Funilândia,Minas Gerais,FUNILANDIA,MINAS GERAIS
3516507,Gabriel Monteiro,São Paulo,GABRIEL MONTEIRO,SAO PAULO
2506251,Gado Bravo,Paraíba,GADO BRAVO,PARAIBA
3516606,Gália,São Paulo,GALIA,SAO PAULO
3127305,Galiléia,Minas Gerais,GALILEIA,MINAS GERAIS
2404101,Galinhos,Rio Grande do Norte,GALINHOS,RIO GRANDE DO NORTE
4205605,Galvão,Santa Catarina,GALVAO,SANTA CATARINA
2605905,Gameleira,Pernambuco,GAMELEIRA,PERNAMBUCO
5208152,Gameleira de Goiás,Goiás,GAMELEIRA DE GOIAS,GOIAS
3127339,Gameleiras,Minas Gerais,GAMELEIRAS,MINAS GERAIS
2911204,Gandu,Bahia,GANDU,BAHIA
2606002,Garanhuns,Pernambuco,GARANHUNS,PERNAMBUCO
2802403,Gararu,Sergipe,GARARU,SERGIPE
3516705,Garça,São Paulo,GARCA,SAO PAULO
4308607,Garibaldi,Rio Grande do Sul,GARIBALDI,RIO GRANDE DO SUL
4205704,Garopaba,Santa Catarina,GAROPABA,SANTA CATARINA
1503077,Garrafão do Norte,Pará,GARRAFAO DO NORTE,PARA
4308656,Garruchos,Rio Grande do Sul,GARRUCHOS,RIO GRANDE DO SUL
4205803,Garuva,Santa Catarina,GARUVA,SANTA CATARINA
4205902,Gaspar,Santa Catarina,GASPAR,SANTA CATARINA
3516804,Gastão Vidigal,São Paulo,GASTAO VIDIGAL,SAO PAULO
5103858,Gaúcha do Norte,Mato Grosso,GAUCHA DO NORTE,MATO GROSSO
4308706,Gaurama,Rio Grande do Sul,GAURAMA,RIO GRANDE DO SUL
2911253,Gavião,Bahia,GAVIAO,BAHIA
3516853,Gavião Peixoto,São Paulo,GAVIAO PEIXOTO,SAO PAULO
2204352,Geminiano,Piauí,GEMINIANO,PIAUI
4308805,General Câmara,Rio Grande do Sul,GENERAL CAMARA,RIO GRANDE DO SUL
5103908,General Carneiro,Mato Grosso,GENERAL CARNEIRO,MATO GROSSO
4108502,General Carneiro,Paraná,GENERAL CARNEIRO,PARANA
2802502,General Maynard,Sergipe,GENERAL MAYNARD,SERGIPE
3516903,General Salgado,São Paulo,GENERAL SALGADO,SAO PAULO
2304608,General Sampaio,Ceará,GENERAL SAMPAIO,CEARA
4308854,Gentil,Rio Grande do Sul,GENTIL,RIO GRANDE DO SUL
2911303,Gentio do Ouro,Bahia,GENTIO DO OURO,BAHIA
3517000,Getulina,São Paulo,GETULINA,SAO PAULO
4308904,Getúlio Vargas,Rio Grande do Sul,GETULIO VARGAS,RIO GRANDE DO SUL
2204402,Gilbués,Piauí,GILBUES,PIAUI
2702900,Girau do Ponciano,Alagoas,GIRAU DO PONCIANO,ALAGOAS
4309001,Giruá,Rio Grande do Sul,GIRUA,RIO GRANDE DO SUL
3127354,Glaucilândia,Minas Gerais,GLAUCILANDIA,MINAS GERAIS
3517109,Glicério,São Paulo,GLICERIO,SAO PAULO
2911402,Glória,Bahia,GLORIA,BAHIA
5004007,Glória de Dourados,Mato Grosso do Sul,GLORIA DE DOURADOS,MATO GROSSO DO SUL
2606101,Glória do Goitá,Pernambuco,GLORIA DO GOITA,PERNAMBUCO
5103957,Glória D'Oeste,Mato Grosso,GLORIA D'OESTE,MATO GROSSO
4309050,Glorinha,Rio Grande do Sul,GLORINHA,RIO GRANDE DO SUL
2104305,Godofredo Viana,Maranhão,GODOFREDO VIANA,MARANHAO
4108551,Godoy Moreira,Paraná,GODOY MOREIRA,PARANA
3127370,Goiabeira,Minas Gerais,GOIABEIRA,MINAS GERAIS
2606200,Goiana,Pernambuco,GOIANA,PERNAMBUCO
3127388,Goianá,Minas Gerais,GOIANA,MINAS GERAIS
5208400,Goianápolis,Goiás,GOIANAPOLIS,GOIAS
5208509,Goiandira,Goiás,GOIANDIRA,GOIAS
5208608,Goianésia,Goiás,GOIANESIA,GOIAS
1503093,Goianésia do Pará,Pará,GOIANESIA DO PARA,PARA
5208707,Goiânia,Goiás,GOIANIA,GOIAS
2404200,Goianinha,Rio Grande do Norte,GOIANINHA,RIO GRANDE DO NORTE
5208806,Goianira,Goiás,GOIANIRA,GOIAS
1708304,Goianorte,Tocantins,GOIANORTE,TOCANTINS
5208905,Goiás,Goiás,GOIAS,GOIAS
1709005,Goiatins,Tocantins,GOIATINS,TOCANTINS
5209101,Goiatuba,Goiás,GOIATUBA,GOIAS
4108601,Goioerê,Paraná,GOIOERE,PARANA
4108650,Goioxim,Paraná,GOIOXIM,PARANA
3127404,Gonçalves,Minas Gerais,GONCALVES,MINAS GERAIS
2104404,Gonçalves Dias,Maranhão,GONCALVES DIAS,MARANHAO
2911501,Gongogi,Bahia,GONGOGI,BAHIA
3127503,Gonzaga,Minas Gerais,GONZAGA,MINAS GERAIS
3127602,Gouveia,Minas Gerais,GOUVEIA,MINAS GERAIS
5209150,Gouvelândia,Goiás,GOUVELANDIA,GOIAS
2104503,Governador Archer,Maranhão,GOVERNADOR ARCHER,MARANHAO
4206009,Governador Celso Ramos,Santa Catarina,GOVERNADOR CELSO RAMOS,SANTA CATARINA
2404309,Governador Dix-Sept Rosado,Rio Grande do Norte,GOVERNADOR DIX-SEPT ROSADO,RIO GRANDE DO NORTE
2104552,Governador Edison Lobão,Maranhão,GOVERNADOR EDISON LOBAO,MARANHAO
2104602,Governador Eugênio Barros,Maranhão,GOVERNADOR EUGENIO BARROS,MARANHAO
1101005,Governador Jorge Teixeira,Rondônia,GOVERNADOR JORGE TEIXEIRA,RONDONIA
3202256,Governador Lindenberg,Espírito Santo,GOVERNADOR LINDENBERG,ESPIRITO SANTO
2104628,Governador Luiz Rocha,Maranhão,GOVERNADOR LUIZ ROCHA,MARANHAO
2911600,Governador Mangabeira,Bahia,GOVERNADOR MANGABEIRA,BAHIA
2104651,Governador Newton Bello,Maranhão,GOVERNADOR NEWTON BELLO,MARANHAO
2104677,Governador Nunes Freire,Maranhão,GOVERNADOR NUNES FREIRE,MARANHAO
3127701,Governador Valadares,Minas Gerais,GOVERNADOR VALADARES,MINAS GERAIS
2304657,Graça,Ceará,GRACA,CEARA
2104701,Graça Aranha,Maranhão,GRACA ARANHA,MARANHAO
2802601,Gracho Cardoso,Sergipe,GRACHO CARDOSO,SERGIPE
2104800,Grajaú,Maranhão,GRAJAU,MARANHAO
4309100,Gramado,Rio Grande do Sul,GRAMADO,RIO GRANDE DO SUL
4309126,Gramado dos Loureiros,Rio Grande do Sul,GRAMADO DOS LOUREIROS,RIO GRANDE DO SUL
4309159,Gramado Xavier,Rio Grande do Sul,GRAMADO XAVIER,RIO GRANDE DO SUL
4108700,Grandes Rios,Paraná,GRANDES RIOS,PARANA
2606309,Granito,Pernambuco,GRANITO,PERNAMBUCO
2304707,Granja,Ceará,GRANJA,CEARA
2304806,Granjeiro,Ceará,GRANJEIRO,CEARA
3127800,Grão Mogol,Minas Gerais,GRAO MOGOL,MINAS GERAIS
4206108,Grão-Pará,Santa Catarina,GRAO-PARA,SANTA CATARINA
2606408,Gravatá,Pernambuco,GRAVATA,PERNAMBUCO
4309209,Gravataí,Rio Grande do Sul,GRAVATAI,RIO GRANDE DO SUL
4206207,Gravatal,Santa Catarina,GRAVATAL,SANTA CATARINA
2304905,Groaíras,Ceará,GROAIRAS,CEARA
2404408,Grossos,Rio Grande do Norte,GROSSOS,RIO GRANDE DO NORTE
3127909,Grupiara,Minas Gerais,GRUPIARA,MINAS GERAIS
4309258,Guabiju,Rio Grande do Sul,GUABIJU,RIO GRANDE DO SUL
4206306,Guabiruba,Santa Catarina,GUABIRUBA,SANTA CATARINA
3202306,Guaçuí,Espírito Santo,GUACUI,ESPIRITO SANTO
2204501,Guadalupe,Piauí,GUADALUPE,PIAUI
4309308,Guaíba,Rio Grande do Sul,GUAIBA,RIO GRANDE DO SUL
3517208,Guaiçara,São Paulo,GUAICARA,SAO PAULO
3517307,Guaimbê,São Paulo,GUAIMBE,SAO PAULO
3517406,Guaíra,São Paulo,GUAIRA,SAO PAULO
4108809,Guaíra,Paraná,GUAIRA,PARANA
4108908,Guairaçá,Paraná,GUAIRACA,PARANA
2304954,Guaiúba,Ceará,GUAIUBA,CEARA
1301654,Guajará,Amazonas,GUAJARA,AMAZONAS
1100106,Guajará-Mirim,Rondônia,GUAJARA-MIRIM,RONDONIA
2911659,Guajeru,Bahia,GUAJERU,BAHIA
2404507,Guamaré,Rio Grande do Norte,GUAMARE,RIO GRANDE DO NORTE
4108957,Guamiranga,Paraná,GUAMIRANGA,PARANA
2911709,Guanambi,Bahia,GUANAMBI,BAHIA
3128006,Guanhães,Minas Gerais,GUANHAES,MINAS GERAIS
3128105,Guapé,Minas Gerais,GUAPE,MINAS GERAIS
3517505,Guapiaçu,São Paulo,GUAPIACU,SAO PAULO
3517604,Guapiara,São Paulo,GUAPIARA,SAO PAULO
3301850,Guapimirim,Rio de Janeiro,GUAPIMIRIM,RIO DE JANEIRO
4109005,Guapirama,Paraná,GUAPIRAMA,PARANA
5209200,Guapó,Goiás,GUAPO,GOIAS
4309407,Guaporé,Rio Grande do Sul,GUAPORE,RIO GRANDE DO SUL
4109104,Guaporema,Paraná,GUAPOREMA,PARANA
3517703,Guará,São Paulo,GUARA,SAO PAULO
2506301,Guarabira,Paraíba,GUARABIRA,PARAIBA
3517802,Guaraçaí,São Paulo,GUARACAI,SAO PAULO
